name,id1,birth_date,birth_city,birth_state,birth_country,bats,throws,height_in,weight_lbs,hall_of_fame,seasons_played,career_ops,career_g,career_ab,career_h,career_hr,career_rbi,career_bb,career_war,tie_lahman_id,tie_name,relation
Jose Molina,molij001,1975-06-03,Bayamon,,P.R.,R,R,72,250,,15,0.659,947,2546,592,39,223,154,3.02,molib001,Bob Molinaro,Brother
Jose Mota,motaj001,1965-03-16,Santo Domingo,Distrito Nacional,D.R.,B,R,69,155,,2,0.479,19,38,8,0,2,2,-0.35,baezj101,Jose Baez,Cousin
Jose Mota,motaj001,1965-03-16,Santo Domingo,Distrito Nacional,D.R.,B,R,69,155,,2,0.479,19,38,8,0,2,2,-0.35,motaa001,Andy Mota,Brother
Jose Mota,motaj001,1965-03-16,Santo Domingo,Distrito Nacional,D.R.,B,R,69,155,,2,0.479,19,38,8,0,2,2,-0.35,motam101,Manny Mota,Son
Jose Nieves,nievj001,1975-06-16,Guacara,Carabobo,Venezuela,R,R,73,180,,5,0.627,212,530,128,9,51,23,-1.59,nievj002,,Brother
Jose Tartabull,tartj101,1938-11-27,Cienfuegos,Cienfuegos,Cuba,L,L,71,165,,3,0.614,171,418,113,0,19,15,1.28,tartd001,Danny Tartabull,Father
Jose Uribe,uribj001,1959-01-21,San Cristobal,San Cristóbal,D.R.,B,R,70,155,,10,0.613,1038,3064,738,19,219,256,8.72,uribj002,Juan Uribe,Uncle
Jose Valentin,valej004,1969-10-12,Manati,,P.R.,B,R,70,175,,16,0.769,1678,5539,1348,249,816,630,31.62,valej006,Javier Valentin,Uncle
Jose Valentin,valej004,1969-10-12,Manati,,P.R.,B,R,70,175,,16,0.769,1678,5539,1348,249,816,630,31.62,valej003,John Valentin,Brother
Josh Barfield,barfj003,1982-12-17,Barquisimeto,Lara,Venezuela,R,R,72,190,,4,0.671,309,1012,267,16,112,44,2.57,barfj001,Jesse Barfield,Son
Josh Fields,fielj102,1982-12-14,Ada,OK,USA,R,R,74,225,,5,0.724,217,713,167,34,107,69,-1.11,fiels101,,Brother
Josh Jung,jungj001,1998-02-12,San Antonio,TX,USA,R,R,74,214,,4,0.725,325,1236,315,49,161,69,4.72,jungj002,Jace Jung,Brother
Josh Naylor,naylj001,1997-06-22,Mississauga,ON,CAN,L,L,71,250,,7,0.974,745,2590,697,104,435,221,11.41,clard004,Doug Clarey,Cousin
Josh Naylor,naylj001,1997-06-22,Mississauga,ON,CAN,L,L,71,250,,7,0.974,745,2590,697,104,435,221,11.41,naylb001,Bo Naylor,Brother
Josh Palacios,palaj001,1995-07-30,Brooklyn,NY,USA,L,R,73,200,,5,0.637,207,524,117,15,64,38,-1.73,palar002,Richie Palacios,Brother
Josh Palacios,palaj001,1995-07-30,Brooklyn,NY,USA,L,R,73,200,,5,0.637,207,524,117,15,64,38,-1.73,palar001,Rey Palacios,Nephew
Josh Whitesell,whitj104,1982-04-14,Durham,NC,USA,L,L,75,220,,2,0.665,53,115,23,2,15,25,-0.5,whitm103,Myron White,Father
Joshua Fuentes,fuenj001,1993-02-19,Rancho Santa Margarita,CA,USA,R,R,74,209,,3,0.646,149,424,103,12,57,15,1.26,arenn001,Nolan Arenado,Cousin
Juan Bell,bellj103,1968-03-29,San Pedro de Macoris,San Pedro de Macorís,D.R.,B,R,71,172,,7,0.835,329,836,177,10,71,84,0.46,bellf103,,Brother
Juan Bonilla,bonij002,1956-01-12,Santurce,,P.R.,R,R,69,170,,6,0.631,429,1462,375,7,101,116,2.33,bonie001,Emilio Bonifacio,Brother
Juan Brito,britj002,1979-11-07,Monción,Santiago Rodríguez,D.R.,R,R,71,205,,2,0.562,63,194,42,3,13,9,-0.43,britj001,Jorge Brito,Brother
Juan Sosa,sosaj101,1975-08-19,San Francisco de Macoris,Duarte,D.R.,R,R,73,175,,2,0.533,13,10,2,0,0,2,-0.16,aloum001,Matty Alou,Cousin
Juan Sosa,sosaj101,1975-08-19,San Francisco de Macoris,Duarte,D.R.,R,R,73,175,,2,0.533,13,10,2,0,0,2,-0.16,rojam001,Miguel Rojas,Related To
Juan Sosa,sosaj101,1975-08-19,San Francisco de Macoris,Duarte,D.R.,R,R,73,175,,2,0.533,13,10,2,0,0,2,-0.16,alouf101,Felipe Alou,Cousin
Juan Sosa,sosaj101,1975-08-19,San Francisco de Macoris,Duarte,D.R.,R,R,73,175,,2,0.533,13,10,2,0,0,2,-0.16,alouj101,Jesus Alou,Cousin
Juan Sosa,sosaj101,1975-08-19,San Francisco de Macoris,Duarte,D.R.,R,R,73,175,,2,0.533,13,10,2,0,0,2,-0.16,aloum101,Moises Alou,Cousin
Juan Uribe,uribj002,1979-03-22,Bani,Peravia,D.R.,R,R,72,245,,16,0.802,1826,6161,1568,199,816,388,24.46,uribj001,Jose Uribe,Nephew
Julian Javier,javij101,1936-08-09,San Francisco de Macoris,Duarte,D.R.,R,R,73,175,,5,0.648,555,1875,489,21,176,103,3.33,javis001,Stan Javier,Father
Julio Cruz,cruzj004,1954-12-02,Brooklyn,NY,USA,B,R,69,165,,10,0.708,1156,3859,916,23,279,478,19.36,cruzh101,Henry Cruz,Nephew
Julio Cruz,cruzj004,1954-12-02,Brooklyn,NY,USA,B,R,69,165,,10,0.708,1156,3859,916,23,279,478,19.36,cruzj001,Jose Cruz,Son
Julio Cruz,cruzj004,1954-12-02,Brooklyn,NY,USA,B,R,69,165,,10,0.708,1156,3859,916,23,279,478,19.36,cruzt101,Tommy Cruz,Nephew
Julio Franco,franj001,1958-08-23,Hato Mayor,Hato Mayor,D.R.,R,R,72,160,,23,0.825,2527,8677,2586,173,1194,917,44.45,pignj101,,Related To
Julio Gotay,gotaj101,1939-06-09,Fajardo,,P.R.,R,R,72,180,,2,0.584,121,246,62,1,20,11,-0.6,gotar001,Ruben Gotay,Uncle
Julio Lugo,lugoj001,1975-11-16,Barahona,Barahona,D.R.,R,R,73,175,,12,0.884,1352,4758,1279,80,475,439,17.15,lugor002,,Brother
Justin Sellers,sellj001,1986-02-01,Bellflower,CA,USA,R,R,70,175,,4,0.574,99,252,50,3,17,25,1.33,sellj002,,Father
Justin Upton,uptoj001,1987-08-25,Norfolk,VA,USA,R,R,73,215,,16,0.886,1845,6721,1754,325,1003,785,37.8,uptob001,B. J. Upton,Brother
Ke'Bryan Hayes,hayek001,1997-01-28,Tomball,TX,USA,R,R,70,205,,6,0.816,628,2338,591,42,225,175,16.28,hayec001,Charlie Hayes,Son
Kean Wong,wongk002,1995-04-17,Hilo,HI,USA,L,R,69,189,,2,0.427,39,78,13,0,6,2,-0.81,wongk001,Kolten Wong,Brother
Keith Kessinger,kessk001,1967-02-19,Forrest City,AR,USA,B,R,74,185,,1,0.751,11,27,7,1,3,4,0.11,kessg001,Grae Kessinger,Uncle
Keith Kessinger,kessk001,1967-02-19,Forrest City,AR,USA,B,R,74,185,,1,0.751,11,27,7,1,3,4,0.11,kessd101,Don Kessinger,Son
Keith Miller,millk005,1963-06-12,Midland,MI,USA,R,R,71,175,,9,0.675,465,1326,347,12,92,100,3.76,nordw101,Wayne Nordhagen,Nephew
Keith Mitchell,mitck002,1969-08-06,San Diego,CA,USA,R,R,70,180,,4,0.732,128,242,63,8,29,34,0.17,mitck001,Kevin Mitchell,Cousin
Kelvin Chapman,chapk002,1956-06-02,Willits,CA,USA,R,R,71,173,,3,0.579,172,421,94,3,34,33,-0.68,dendm001,,Cousin
Ken Boyer,boyek101,1931-05-20,Liberty,MO,USA,R,R,73,190,,2,0.946,118,279,70,6,45,19,1.03,boyec101,Clete Boyer,Brother
Ken Boyer,boyek101,1931-05-20,Liberty,MO,USA,R,R,73,190,,2,0.946,118,279,70,6,45,19,1.03,boyec102,,Brother
Ken Griffey,grifk001,1950-04-10,Donora,PA,USA,L,L,71,190,,19,0.883,2097,7229,2143,152,859,719,35.99,grifk002,Ken Griffey Jr.,Father
Ken Griffey Jr.,grifk002,1969-11-21,Donora,PA,USA,L,L,75,195,HOF,22,0.946,2671,9801,2781,630,1836,1312,84.22,grifk001,Ken Griffey,Son
Ken Henderson,hendk101,1946-06-15,Carroll,IA,USA,B,R,74,180,,13,0.792,1305,4272,1111,117,554,559,14.02,dinek101,Kerry Dineen,Cousin
Ken Landreaux,landk001,1954-12-22,Los Angeles,CA,USA,L,R,70,165,,11,0.718,1264,4101,1099,91,479,299,10.4,cabee001,Enos Cabell,Cousin
Ken Macha,machk101,1950-09-29,Monroeville,PA,USA,R,R,74,215,,6,0.652,180,380,98,1,35,39,-0.7,newhh101,,Cousin
Kent Anderson,andek001,1963-08-12,Florence,SC,USA,R,R,73,180,,2,0.63,135,366,95,1,22,30,0.81,andem101,Mike Anderson,Brother
Kerry Dineen,dinek101,1952-07-01,Englewood,NJ,USA,L,L,71,165,,3,0.769,16,37,12,0,2,4,0.37,hendk101,Ken Henderson,Cousin
Kevin Cron,cronk001,1993-02-17,Placentia,CA,USA,R,R,77,255,,2,0.665,47,88,15,6,16,5,-0.33,cronc001,Chris Cron,Son
Kevin Cron,cronk001,1993-02-17,Placentia,CA,USA,R,R,77,255,,2,0.665,47,88,15,6,16,5,-0.33,cronc002,C. J. Cron,Brother
Kevin Mitchell,mitck001,1962-01-13,San Diego,CA,USA,R,R,70,186,,13,1.014,1223,4134,1173,234,760,491,34.06,mitck002,Keith Mitchell,Cousin
Kevin Romine,romik001,1961-05-23,Exeter,NH,USA,R,R,71,185,,7,0.631,331,630,158,5,55,49,-1.35,romia001,Andrew Romine,Father
Kevin Romine,romik001,1961-05-23,Exeter,NH,USA,R,R,71,185,,7,0.631,331,630,158,5,55,49,-1.35,romia002,Austin Romine,Father
Kody Clemens,clemk001,1996-05-15,Houston,TX,USA,L,R,73,200,,4,0.741,269,718,148,33,100,50,2.15,clemr001,Roberto Clemente,Son
Kolten Wong,wongk001,1990-10-10,Hilo,HI,USA,L,R,67,185,,11,0.766,1189,3796,973,86,405,328,22.2,wongk002,Kean Wong,Brother
Kristian Campbell,campk101,2002-06-28,Chattanooga,TN,USA,R,R,75,210,,1,0.664,67,229,51,6,21,29,-0.85,campl101,Luis Campusano,Brother
Kurt Stillwell,stilk001,1965-06-04,Glendale,CA,USA,B,R,71,165,,9,0.697,998,3125,779,34,310,274,2.07,stilr101,Royle Stillman,Son
Kyle Karros,karrk001,2002-07-26,Los Angeles,CA,USA,R,R,77,220,,1,0.585,43,137,31,1,9,15,-0.02,karre001,Eric Karros,Son
Kyle Phillips,philk001,1984-04-03,San Diego,CA,USA,L,R,73,225,,2,0.581,41,94,18,2,12,8,-0.02,philj003,J. R. Phillips,Brother
Kyle Seager,seagk001,1987-11-03,Kannapolis,NC,USA,L,R,72,216,,11,0.763,1480,5561,1395,242,807,533,36.99,seagc001,Corey Seager,Brother
Kyle Tucker,tuckk001,1997-01-17,Tampa,FL,USA,L,R,76,199,,8,0.865,769,2741,748,147,490,363,27.24,tuckp001,Preston Tucker,Brother
Lance Niekro,niekl001,1979-01-29,Winter Haven,FL,USA,R,R,75,210,,4,0.709,195,499,123,17,79,29,0.35,niekj001,,Son
Lance Niekro,niekl001,1979-01-29,Winter Haven,FL,USA,R,R,75,210,,4,0.709,195,499,123,17,79,29,0.35,niekp001,,Nephew
Larry Bigbie,bigbl101,1977-11-04,Hobart,IN,USA,L,R,76,190,,6,0.849,392,1227,328,31,137,119,2.14,bigbc101,,Brother
Larry Bowa,bowal001,1945-12-06,Sacramento,CA,USA,B,R,70,155,,16,0.629,2247,8418,2191,15,525,474,22.93,johnn001,Nick Johnson,Uncle
Larry Brown,browl103,1940-03-01,Shinnston,WV,USA,R,R,70,160,,7,0.65,559,1604,364,12,102,144,-0.45,browc102,Curtis Brown,Brother
Larry Haney,hanel101,1942-11-19,Charlottesville,VA,USA,R,R,74,195,,10,0.653,402,699,145,8,50,37,-0.61,hanec001,,Father
Larry Haney,hanel101,1942-11-19,Charlottesville,VA,USA,R,R,74,195,,10,0.653,402,699,145,8,50,37,-0.61,cubbm101,Mike Cubbage,Cousin
Larry Herndon,hernl003,1953-11-03,Sunflower,MS,USA,R,R,75,190,,14,0.731,1537,4877,1334,107,550,353,15.15,herno001,Oscar Hernandez,Half Brother
Larry Littleton,littl101,1954-04-03,Charlotte,NC,USA,R,R,73,185,,1,0.111,26,23,0,0,1,3,-0.69,coleg101,,Cousin
Larry Sheets,sheel001,1959-12-06,Staunton,VA,USA,L,R,75,217,,8,0.757,748,2284,607,94,339,175,1.88,sheeg001,Gavin Sheets,Father
Len Gabrielson,gabrl101,1940-02-14,Oakland,CA,USA,L,R,76,210,,3,0.697,234,524,138,11,59,45,1.22,gabrl102,,Father
Lenny Faedo,faedl001,1960-05-13,Tampa,FL,USA,R,R,72,170,,5,0.6,174,529,133,5,52,25,-0.19,faeda001,,Cousin
Leo Garcia,garcl002,1962-11-06,Santiago,Santiago,D.R.,L,L,68,160,,2,0.51,54,58,10,1,2,8,-0.13,garcl006,Luis Garcia,Father
Leon Brown,browl104,1948-11-16,Sacramento,CA,USA,R,R,72,185,,1,0.514,64,70,15,0,2,4,-0.35,browd102,Dee Brown,Brother
Lew Beasley,beasl101,1948-08-27,Sparta,VA,USA,L,R,70,172,,1,0.507,25,32,7,0,3,2,-0.59,beast801,,Uncle
Lou Piniella,pinil001,1943-08-28,Tampa,FL,USA,R,R,72,182,,17,0.741,1743,5866,1705,102,766,368,12.49,magad001,Dave Magadan,Cousin
Lourdes Gurriel Jr.,gurrl001,1993-10-10,Sancti Spiritus,Sancti Spíritus,Cuba,R,R,76,215,,8,0.774,875,3288,902,129,491,199,13.07,gurry001,Yuli Gurriel,Brother
Luis Alexander Basabe,basal001,1996-08-26,El Vigia,Mérida,Venezuela,B,R,72,180,,1,0.476,9,14,2,0,1,4,0.09,basao001,Osleivis Basabe,Cousin
Luis Alicea,alicl001,1965-07-29,Santurce,,P.R.,B,R,69,165,,13,0.716,1341,3971,1031,47,422,500,11.95,falui001,Irving Falu,Cousin
Luis Campusano,campl101,1998-09-29,Augusta,GA,USA,R,R,71,232,,5,0.684,168,525,131,17,77,32,-0.26,campk101,Kristian Campbell,Brother
Luis Garcia,garcl006,1975-05-20,San Francisco de Macoris,Duarte,D.R.,R,R,72,175,,1,0.333,8,9,1,0,0,0,-0.22,garcl002,Leo Garcia,Son
Luis Silverio,silvl101,1956-10-23,Villa Gonzalez,Santiago,D.R.,R,R,71,165,,1,1.524,8,11,6,0,3,2,0.47,berra001,Angel Berroa,Father-in-Law
Luis Urias,urial001,1997-06-03,Magdalena de Kino,Sonora,México,R,R,69,186,,8,0.757,582,1793,415,60,221,212,7.45,uriar001,Ramon Urias,Brother
Luisangel Acuña,acunl001,2002-03-12,Caracas,Distrito Capital,Venezuela,R,R,68,181,,2,0.639,109,214,53,3,14,14,1.05,acunr001,Ronald Acuña Jr.,Brother
Luisangel Acuña,acunl001,2002-03-12,Caracas,Distrito Capital,Venezuela,R,R,68,181,,2,0.639,109,214,53,3,14,14,1.05,campv001,,Cousin
Luisangel Acuña,acunl001,2002-03-12,Caracas,Distrito Capital,Venezuela,R,R,68,181,,2,0.639,109,214,53,3,14,14,1.05,escoa003,Angel Escobar,Cousin
Luisangel Acuña,acunl001,2002-03-12,Caracas,Distrito Capital,Venezuela,R,R,68,181,,2,0.639,109,214,53,3,14,14,1.05,escoe002,Eduardo Escobar,Cousin
Luisangel Acuña,acunl001,2002-03-12,Caracas,Distrito Capital,Venezuela,R,R,68,181,,2,0.639,109,214,53,3,14,14,1.05,escoj001,Jose Escobar,Nephew
Luisangel Acuña,acunl001,2002-03-12,Caracas,Distrito Capital,Venezuela,R,R,68,181,,2,0.639,109,214,53,3,14,14,1.05,escok001,,Cousin
Lyman Bostock,bostl101,1950-11-22,Birmingham,AL,USA,L,R,73,180,,4,0.792,526,2004,624,23,250,171,13.11,bostl102,,Son
Lynn Jones,jonel001,1953-01-01,Meadville,PA,USA,R,R,69,175,,8,0.629,527,947,239,7,91,73,-1.43,joned105,Dalton Jones,Brother
Maicer Izturis,iztum001,1980-09-12,Barquisimeto,Lara,Venezuela,B,R,68,185,,11,0.703,909,3013,810,39,334,267,11.33,iztuc001,Cesar Izturis,Half Brother
Manny Jimenez,jimem101,1936-11-19,San Pedro de Macoris,San Pedro de Macorís,D.R.,L,R,73,185,,2,0.761,72,72,21,1,11,6,0.58,jimee101,Eloy Jimenez,Brother
Manny Machado,machm101,1992-07-06,Hialeah,FL,USA,R,R,75,218,,14,0.899,1894,7424,2069,369,1144,663,68.06,newhh101,,Cousin
Manny Mota,motam101,1938-02-18,Santo Domingo,Distrito Nacional,D.R.,R,R,70,160,,14,0.865,958,2343,726,13,259,204,14.03,motaa001,Andy Mota,Father
Manny Mota,motam101,1938-02-18,Santo Domingo,Distrito Nacional,D.R.,R,R,70,160,,14,0.865,958,2343,726,13,259,204,14.03,motaj001,Jose Mota,Father
Manny Mota,motam101,1938-02-18,Santo Domingo,Distrito Nacional,D.R.,R,R,70,160,,14,0.865,958,2343,726,13,259,204,14.03,baezj101,Jose Baez,Cousin
Marc Sullivan,sullm001,1958-07-25,Quincy,MA,USA,R,R,76,205,,5,0.495,137,360,67,5,28,18,-1.48,sullh101,,Son
Marcos Armas,armam001,1969-08-05,Puerto Piritu,Anzoátegui,Venezuela,R,R,77,190,,1,0.597,15,31,6,1,1,1,0.14,armat002,,Uncle
Marcos Armas,armam001,1969-08-05,Puerto Piritu,Anzoátegui,Venezuela,R,R,77,190,,1,0.597,15,31,6,1,1,1,0.14,armat001,Tony Armas,Brother
Marcus Giles,gilem001,1978-05-18,San Diego,CA,USA,R,R,68,180,,7,0.782,792,2934,813,76,333,318,16.72,gileb002,Brian Giles,Brother
Marcus Lawton,lawtm001,1965-08-18,Gulfport,MS,USA,B,R,73,160,,1,0.428,10,14,3,0,0,0,-0.46,lawtm002,Matt Lawton,Brother
Mario Guerrero,guerm101,1949-09-28,Santo Domingo,Distrito Nacional,D.R.,R,R,70,155,,8,0.597,697,2251,578,7,170,84,-0.02,guere801,,Brother
Mark Davidson,davim004,1961-02-15,Knoxville,TN,USA,R,R,74,180,,6,0.592,413,661,149,6,57,58,-0.99,davim002,Mike Davis,Brother
Mark Ryal,ryalm001,1960-08-28,Henryetta,OK,USA,L,L,73,185,,6,0.599,127,223,47,7,31,10,-1.4,ryalr001,Rusty Ryal,Father
Mark Williams,willm007,1953-07-28,Elmira,NY,USA,L,L,72,180,,1,0.333,3,2,0,0,1,1,0.02,willw103,Walt Williams,Grandson
Marquis Grissom,grism101,1967-04-17,Atlanta,GA,USA,R,R,71,190,,17,0.732,2165,8275,2251,227,967,553,29.59,davij103,J. J. Davis,Uncle
Marquis Grissom,grism101,1967-04-17,Atlanta,GA,USA,R,R,71,190,,17,0.732,2165,8275,2251,227,967,553,29.59,grisl101,,Brother
Marshall Brant,branm001,1955-09-17,Garberville,CA,USA,R,R,77,185,,2,0.2,8,20,2,0,2,0,-0.48,branm003,Mickey Brantley,Father
Marshall Edwards,edwam101,1952-08-27,Fort Lewis,WA,USA,L,L,69,157,,3,0.584,160,310,80,2,23,5,-0.17,edwad101,Doc Edwards,Brother
Marshall Edwards,edwam101,1952-08-27,Fort Lewis,WA,USA,L,L,69,157,,3,0.584,160,310,80,2,23,5,-0.17,edwam102,Mike Edwards,Brother
Marty Barrett,barrm001,1958-06-23,Arcadia,CA,USA,R,R,70,175,,10,0.685,941,3378,938,18,314,304,9.2,barrt002,Tommy Barrett,Brother
Marty Perez,perem001,1946-02-28,Visalia,CA,USA,R,R,71,160,,10,0.824,931,3131,771,22,241,245,0.34,perec001,Carlos Perez,Brother
Marty Perez,perem001,1946-02-28,Visalia,CA,USA,R,R,71,160,,10,0.824,931,3131,771,22,241,245,0.34,perep001,,Brother
Marwin Gonzalez,gonzm101,1989-03-14,Puerto Ordaz,Bolívar,Venezuela,B,R,73,205,,11,0.761,1139,3526,888,107,415,261,13.75,gonze101,Erik Gonzalez,Brother
Mat Gamel,gamem001,1985-07-26,Jacksonville,FL,USA,L,R,73,220,,5,0.672,106,240,55,6,29,24,-0.15,gameb001,Ben Gamel,Brother
Matias Carrillo,carrm001,1963-02-24,Los Mochis,Sinaloa,México,L,L,71,185,,3,0.61,107,191,48,0,12,10,-1.58,carrc104,Chuck Carr,Son
Matt Clark,clarm003,1986-12-10,West Covina,CA,USA,L,R,77,230,,1,0.745,16,27,5,3,7,2,-0.05,clart001,Tony Clark,Son
Matt Holliday,hollm001,1980-01-15,Stillwater,OK,USA,R,R,76,240,,15,0.968,1903,7009,2096,316,1220,802,49.74,hollj003,Jackson Holliday,Father
Matt Lawton,lawtm002,1971-11-30,Gulfport,MS,USA,L,R,70,180,,12,0.997,1334,4763,1273,138,631,681,17.46,lawtm001,Marcus Lawton,Brother
Matt Merullo,merum001,1965-08-04,Winchester,MA,USA,L,R,74,200,,6,0.6,223,496,116,7,59,32,-1.95,merul101,,Grandson
Matt Pagnozzi,pagnm001,1982-11-10,Miami,AZ,USA,R,R,74,215,,5,0.818,43,92,25,1,13,5,-0.08,pagnt001,Tom Pagnozzi,Nephew
Matt Tuiasosopo,tuiam001,1986-05-10,Bellevue,WA,USA,R,R,74,235,,5,0.641,155,360,74,12,45,38,-0.27,owinm001,Micah Owings,Brother-in-Law
Matt Williams,willm102,1965-11-28,Bishop,CA,USA,R,R,74,205,,17,0.805,1866,7000,1878,378,1218,469,46.6,willb101,Billy Williams,Father
Matthew Batten,battm101,1995-06-22,Shelton,CT,USA,R,R,71,180,,3,0.682,59,142,34,2,12,19,0.29,heepd001,Danny Heep,Uncle
Matty Alou,aloum001,1938-12-22,Bajos de Haina,San Cristóbal,D.R.,L,L,69,160,,7,0.916,934,3656,1136,15,300,204,18.18,rojam001,Miguel Rojas,Cousin
Matty Alou,aloum001,1938-12-22,Bajos de Haina,San Cristóbal,D.R.,L,L,69,160,,7,0.916,934,3656,1136,15,300,204,18.18,alouf101,Felipe Alou,Son
Matty Alou,aloum001,1938-12-22,Bajos de Haina,San Cristóbal,D.R.,L,L,69,160,,7,0.916,934,3656,1136,15,300,204,18.18,alouj101,Jesus Alou,Nephew
Matty Alou,aloum001,1938-12-22,Bajos de Haina,San Cristóbal,D.R.,L,L,69,160,,7,0.916,934,3656,1136,15,300,204,18.18,aloum101,Moises Alou,Nephew
Matty Alou,aloum001,1938-12-22,Bajos de Haina,San Cristóbal,D.R.,L,L,69,160,,7,0.916,934,3656,1136,15,300,204,18.18,sosaj101,Juan Sosa,Cousin
Maury Wills,willm003,1932-10-02,Washington,DC,USA,B,R,71,170,,5,0.788,656,2505,672,7,160,204,14.61,grifb101,,Grandson
Max Stassi,stasm001,1991-03-15,Woodland,CA,USA,R,R,70,200,,10,0.691,403,1137,241,41,128,119,0.71,stasb001,Brock Stassi,Brother
Max Venable,venam001,1957-06-06,Phoenix,AZ,USA,L,R,70,185,,12,0.647,727,1397,337,18,128,120,0.83,venaw001,Will Venable,Father
Melvin Nieves,nievm001,1971-12-28,San Juan,,P.R.,B,R,74,185,,7,0.752,458,1228,284,63,187,136,-2.32,nievw001,Wil Nieves,Brother
Micah Owings,owinm001,1982-09-28,Gainesville,GA,USA,R,R,77,220,,1,1.986,40,56,17,1,6,5,0.2,tuiam001,Matt Tuiasosopo,Brother-in-Law
Michael Barrett,barrm003,1976-10-22,Atlanta,GA,USA,R,R,75,185,,12,0.8,1054,3512,925,98,424,279,1.86,flets001,Scott Fletcher,Cousin
Michael Young,younm101,1976-10-19,Covina,CA,USA,R,R,73,200,,14,0.834,1970,7918,2375,185,1030,575,23.49,yount101,,Brother
Mickey Brantley,branm003,1961-06-17,Catskill,NY,USA,R,R,70,180,,4,0.707,302,1138,295,32,125,67,0.91,branm001,Marshall Brant,Son
Mickey Rivers,rivem002,1948-10-30,Miami,FL,USA,L,L,70,165,,15,0.795,1468,5629,1660,61,499,266,34.57,river002,Ruben Rivera,Cousin
Miguel Rojas,rojam001,1989-02-24,Los Teques,Miranda,Venezuela,R,R,72,188,,12,0.675,1297,3801,988,57,363,267,19.01,alouf101,Felipe Alou,Nephew
Miguel Rojas,rojam001,1989-02-24,Los Teques,Miranda,Venezuela,R,R,72,188,,12,0.675,1297,3801,988,57,363,267,19.01,alouj101,Jesus Alou,Nephew
Miguel Rojas,rojam001,1989-02-24,Los Teques,Miranda,Venezuela,R,R,72,188,,12,0.675,1297,3801,988,57,363,267,19.01,aloum001,Matty Alou,Cousin
Miguel Rojas,rojam001,1989-02-24,Los Teques,Miranda,Venezuela,R,R,72,188,,12,0.675,1297,3801,988,57,363,267,19.01,aloum101,Moises Alou,Nephew
Miguel Rojas,rojam001,1989-02-24,Los Teques,Miranda,Venezuela,R,R,72,188,,12,0.675,1297,3801,988,57,363,267,19.01,sosaj101,Juan Sosa,Related To
Mike Adams,adamm102,1948-07-24,Cincinnati,OH,USA,R,R,69,180,,5,0.689,100,118,23,3,9,32,0.24,adamb103,Bob Adams,Son
Mike Adams,adamm102,1948-07-24,Cincinnati,OH,USA,R,R,69,180,,5,0.689,100,118,23,3,9,32,0.24,adamd102,Doug Adams,Nephew
Mike Anderson,andem101,1951-06-22,Florence,SC,USA,R,R,74,200,,9,0.681,721,1490,367,28,134,161,4.35,andek001,Kent Anderson,Brother
Mike Andrews,andrm101,1943-07-09,Los Angeles,CA,USA,R,R,75,195,,6,0.765,746,2604,670,58,276,396,7.24,andrr101,Rob Andrews,Brother
Mike Aviles,avilm001,1981-03-13,New York,NY,USA,R,R,70,205,,10,0.741,915,3009,786,60,306,141,6.18,avilr101,Ramon Aviles,Nephew
Mike Bell,bellm003,1968-04-22,Lewiston,NY,USA,L,L,73,175,,2,0.624,53,75,15,2,6,4,-0.45,bellb001,Buddy Bell,Son
Mike Bell,bellm003,1968-04-22,Lewiston,NY,USA,L,L,73,175,,2,0.624,53,75,15,2,6,4,-0.45,belld002,Derek Bell,Brother
Mike Bell,bellm003,1968-04-22,Lewiston,NY,USA,L,L,73,175,,2,0.624,53,75,15,2,6,4,-0.45,bellg103,,Grandson
Mike Brewer,brewm001,1959-10-24,Shreveport,LA,USA,R,R,77,190,,1,0.472,12,18,3,0,0,2,-0.19,brewt001,Tony Brewer,Brother
Mike Brumley,brumm001,1962-04-09,Oklahoma City,OK,USA,B,R,70,165,,8,0.534,295,635,131,3,38,46,-2.36,brumm101,,Son
Mike Cameron,camem001,1973-01-08,LaGrange,GA,USA,R,R,74,210,,17,0.802,1955,6839,1700,278,968,867,46.45,camed001,Daz Cameron,Father
Mike Coolbaugh,coolm001,1972-06-05,Binghamton,NY,USA,R,R,73,185,,2,0.585,44,82,15,2,7,6,-0.31,cools001,Scott Coolbaugh,Brother
Mike Cubbage,cubbm101,1950-07-21,Charlottesville,VA,USA,L,R,72,180,,8,0.813,703,1951,503,34,251,215,8.4,hanec001,,Cousin
Mike Cubbage,cubbm101,1950-07-21,Charlottesville,VA,USA,L,R,72,180,,8,0.813,703,1951,503,34,251,215,8.4,hanel101,Larry Haney,Cousin
Mike Darr,darrm001,1976-03-21,Corona,CA,USA,L,R,75,205,,3,0.724,188,542,148,5,67,67,2.51,darrm101,,Son
Mike Davis,davim002,1959-06-11,San Diego,CA,USA,L,L,74,175,,10,0.728,963,2999,778,91,371,236,14.46,davim004,Mark Davidson,Brother
Mike Edwards,edwam102,1952-08-27,Fort Lewis,WA,USA,R,R,70,154,,4,0.578,317,879,220,2,49,32,-1.68,edwam101,Marshall Edwards,Brother
Mike Edwards,edwam102,1952-08-27,Fort Lewis,WA,USA,R,R,70,154,,4,0.578,317,879,220,2,49,32,-1.68,edwad101,Doc Edwards,Brother
Mike Fitzgerald,fitzm002,1960-07-13,Long Beach,CA,USA,R,R,72,185,,10,0.667,848,2316,545,48,293,292,2.11,fitzt001,Tyler Fitzgerald,Father
